4726	4	6	2
4727	4	6	2
3704	4	1	1
1552	4	0	0
682	4	28	3
4728	4	11	2
430	4	1	1
2984	4	29	3
683	4	2	1
3705	4	17	2
2985	4	1	1
968	4	9	2
3706	4	6	2
1343	4	1	1
3707	4	9	2
876	4	0	0
2055	4	4	1
2453	4	19	2
1553	4	11	2
1195	4	6	2
2986	4	0	0
1196	4	9	1
2056	4	1	1
4729	4	5	2
2454	4	11	2
2987	4	1	1
969	4	11	2
1554	4	10	2
1065	4	0	0
2057	4	1	1
1777	4	28	3
1344	4	19	2
1066	4	6	1
1197	4	12	1
787	4	1	1
2455	4	54	4
2058	4	87	3
877	4	2	1
3708	4	52	2
2988	4	1	1
4730	4	7	1
1198	4	4	1
222	4	5	1
606	4	9	2
514	4	2	1
2989	4	4	1
970	4	7	2
1345	4	1	1
1346	4	5	1
2990	4	1	1
1347	4	6	1
1067	4	13	2
223	4	9	2
7906	4	1	1
1555	4	3	1
2059	4	1	1
1556	4	0	0
2456	4	3	1
971	4	8	2
1778	4	20	2
1557	4	3	1
4731	4	0	0
2060	4	1	1
1779	4	3	1
3709	4	3	1
2061	4	5	1
362	4	1	1
329	4	0	0
2062	4	3	1
2991	4	14	2
1558	4	0	0
1348	4	2	1
2457	4	0	0
3710	4	6	2
2992	4	13	1
1199	4	0	0
2063	4	3	1
878	4	0	0
2064	4	0	0
1559	4	23	3
431	4	12	1
393	4	6	1
1780	4	0	0
553	4	1	1
1560	4	2	1
1561	4	2	1
394	4	44	2
2993	4	19	3
2458	4	8	2
684	4	5	2
1349	4	1	1
2459	4	0	0
2994	4	4	1
7907	4	1	1
2995	4	2	1
2996	4	6	1
1781	4	13	2
1782	4	5	2
1783	4	28	3
1562	4	2	1
1784	4	2	1
607	4	12	1
2997	4	6	1
1563	4	1	1
1564	4	1	1
879	4	9	1
1200	4	7	2
1785	4	4	2
6133	4	21	2
2998	4	4	1
4732	4	5	1
515	4	9	2
470	4	6	1
972	4	11	1
4733	4	0	0
2460	4	0	0
4734	4	0	0
880	4	4	1
2461	4	1	1
2065	4	10	1
1201	4	0	0
1786	4	0	0
2462	4	3	1
1202	4	1	1
2463	4	4	1
2066	4	22	2
973	4	13	1
1787	4	3	1
2464	4	10	2
685	4	5	1
881	4	5	1
882	4	16	3
2999	4	9	1
788	4	4	1
1350	4	3	1
2465	4	2	1
2067	4	1	1
3711	4	1	1
7908	4	2	1
3000	4	3	1
3001	4	1	1
1203	4	0	0
974	4	0	0
3002	4	2	1
1351	4	1	1
1068	4	8	1
2068	4	6	2
3712	4	3	1
1788	4	4	1
1789	4	4	2
1790	4	12	2
1069	4	2	1
975	4	0	0
6134	4	6	1
1352	4	11	2
2466	4	4	1
1353	4	5	1
1565	4	26	2
1566	4	1	1
1791	4	5	1
3713	4	2	1
1070	4	18	2
1792	4	5	1
516	4	0	0
3003	4	3	1
3004	4	1	1
883	4	2	1
2069	4	6	2
2070	4	1	1
1354	4	8	2
6135	4	1	1
1793	4	49	3
2467	4	1	1
686	4	0	0
3714	4	9	2
3715	4	9	2
6136	4	4	1
884	4	18	2
687	4	8	2
789	4	6	2
6137	4	0	0
1567	4	10	2
608	4	14	2
1568	4	0	0
517	4	50	3
2071	4	6	2
1794	4	13	2
1795	4	4	1
1204	4	13	2
554	4	23	2
2072	4	16	2
2468	4	4	1
688	4	0	0
1071	4	0	0
2469	4	2	1
6138	4	2	1
1072	4	17	2
1205	4	2	1
1355	4	7	2
2470	4	6	2
1356	4	2	1
1206	4	2	1
2073	4	3	1
1569	4	0	0
1570	4	4	1
306	4	6	2
1796	4	2	1
2074	4	17	2
3716	4	2	1
1797	4	3	1
2471	4	6	2
1357	4	1	1
1358	4	40	2
7909	4	6	1
3717	4	1	1
3718	4	1	1
2472	4	2	1
1571	4	2	1
2075	4	2	1
1572	4	2	1
1573	4	6	1
1073	4	1	1
2076	4	0	0
609	4	12	3
3005	4	1	1
1207	4	7	1
4735	4	2	1
1359	4	12	2
2473	4	4	1
1360	4	1	1
3006	4	1	1
3007	4	0	0
4736	4	6	2
1074	4	0	0
4737	4	0	0
1075	4	0	0
1076	4	5	1
1574	4	0	0
1361	4	0	0
2077	4	2	1
1575	4	2	1
3008	4	1	1
1362	4	2	1
1363	4	0	0
2474	4	17	3
1208	4	1	1
1798	4	4	1
1576	4	2	1
1209	4	1	1
1364	4	10	1
2475	4	2	1
2078	4	7	2
3719	4	10	2
3009	4	3	1
395	4	0	0
2079	4	11	2
1365	4	2	1
1799	4	7	1
1577	4	3	1
790	4	1	1
198	4	0	0
1800	4	1	1
2476	4	2	1
1801	4	7	1
1802	4	4	2
1366	4	2	1
976	4	1	1
1578	4	3	1
2477	4	1	1
3720	4	0	0
3010	4	6	2
1579	4	4	1
1210	4	0	0
1580	4	3	1
1367	4	0	0
2080	4	12	2
1581	4	6	2
1368	4	1	1
610	4	1	1
2081	4	1	1
2082	4	0	0
2083	4	13	2
1582	4	5	1
3011	4	2	1
977	4	8	1
2478	4	28	3
885	4	7	2
2084	4	1	1
1369	4	19	2
1803	4	2	1
1804	4	6	2
1583	4	6	2
3012	4	2	1
1584	4	3	1
1077	4	3	1
2479	4	1	1
2085	4	6	1
1078	4	1	1
2480	4	2	1
6139	4	1	1
6140	4	2	1
2481	4	5	2
3013	4	5	1
3014	4	2	1
3721	4	5	1
4738	4	68	3
1805	4	2	1
181	4	14	2
1806	4	3	1
2482	4	5	1
2086	4	8	2
978	4	2	1
791	4	6	2
2483	4	0	0
1079	4	3	1
3722	4	57	4
207	4	2	1
2484	4	14	1
3015	4	13	2
1807	4	6	2
3723	4	2	1
1808	4	3	1
1370	4	3	1
4739	4	1	1
2485	4	3	1
555	4	31	2
979	4	5	2
980	4	1	1
2087	4	5	1
2486	4	2	1
1585	4	5	1
2487	4	12	1
2488	4	1	1
2088	4	17	3
1211	4	27	3
1080	4	6	2
471	4	11	1
1809	4	6	1
1212	4	3	1
1586	4	17	1
307	4	1	1
1810	4	13	1
1811	4	2	1
2489	4	14	2
6141	4	0	0
2490	4	1	1
1812	4	1	1
2089	4	7	1
3724	4	0	0
689	4	1	1
2491	4	15	2
4740	4	7	2
2492	4	0	0
3016	4	1	1
981	4	9	2
1587	4	12	3
6142	4	1	1
690	4	0	0
1813	4	12	1
161	4	15	3
3017	4	0	0
2493	4	8	1
3725	4	1	1
982	4	0	0
1081	4	0	0
2090	4	3	1
4741	4	0	0
3018	4	24	2
3726	4	6	1
1588	4	6	1
7910	4	2	1
3019	4	21	1
2494	4	0	0
2091	4	4	1
3727	4	3	1
2495	4	10	2
2092	4	6	1
6143	4	6	2
792	4	9	2
2093	4	0	0
2094	4	0	0
2095	4	0	0
1589	4	3	1
1814	4	2	1
1082	4	2	1
1590	4	1	1
1213	4	4	1
691	4	11	2
