10178	0.144
23711	0.092
13234	0.06
14966	0.047
14967	0.352
699	0.065
23712	0.364
10672	0.058
14968	0.075
14969	0.159
5966	0.048
25937	0.119
11829	0.053
25938	0.159
5534	0.113
1926	0.027
10673	0.343
7809	0.252
1290	0.031
4663	0.227
15983	0.194
21745	0.338
25939	0.101
4154	0.035
1410	0.118
6194	0.56
10674	0.103
21746	0.091
18484	0.231
14044	0.114
8123	0.247
15984	0.251
25940	0.162
17138	0.156
23713	0.068
15985	0.069
4812	0.177
18485	0.12
21747	0.078
21748	0.121
25941	0.093
3080	0.176
23714	0.223
18486	0.401
3764	0.186
7810	0.328
23715	0.066
15986	0.122
25942	0.296
18487	0.099
25943	0.036
57	0.123
21749	0.093
8494	0.219
8495	0.105
5535	0.029
17139	0.154
15987	0.141
10675	0.072
2594	0.063
21750	0.046
1643	0.079
25944	0.122
17140	0.034
23716	0.085
6440	0.082
2124	0.221
19976	0.113
17141	0.066
14045	0.026
11830	0.121
3160	0.122
15988	0.161
14046	0.046
18488	0.26
2997	0.081
14970	0.117
21751	0.068
1644	0.092
25945	0.504
10676	0.296
25946	0.039
5724	0.102
5967	0.112
12471	0.213
4813	0.356
6973	0.176
7495	0.156
5536	0.26
12472	0.047
25947	0.092
25948	0.163
18489	0.146
19977	0.135
25949	0.236
25950	0.152
5151	0.143
23717	0.318
21752	0.147
23718	0.12
11831	0.062
25951	0.114
9280	0.126
23719	0.367
6974	0.226
6669	0.178
14047	0.287
11832	0.137
8496	0.313
15989	0.126
5152	0.023
21753	0.068
19978	0.123
7496	0.126
10677	0.107
3652	0.525
5968	0.054
2467	0.142
17142	0.113
14971	0.096
5537	0.233
9713	0.044
5334	0.096
23720	0.129
3558	0.292
25952	0.156
19979	0.011
15990	0.102
11833	0.042
18490	0.123
2900	0.09
13235	0.041
25953	0.208
15991	0.042
25954	0.077
1571	0.029
17143	0.154
5969	0.15
18491	0.12
2023	0.24
21754	0.099
2738	0.08
23721	0.167
15992	0.135
21755	0.136
4155	0.137
9281	0.187
15993	0.058
14048	0.034
15994	0.16
9714	0.13
23722	0.114
9282	0.248
21756	0.081
23723	0.097
3887	0.254
13236	0.141
5335	0.422
25955	0.144
12473	0.135
13237	0.157
19980	0.162
5725	0.258
12474	0.063
19981	0.083
15995	0.088
1440	0.146
17144	0.087
23724	0.107
23725	0.08
18492	0.024
6441	0.22
14972	0.231
19982	0.075
17145	0.16
23726	0.443
7497	0.349
23727	0.323
23728	0.172
23729	0.091
17146	0.083
3262	0.367
18493	0.537
926	0.174
21757	0.292
4483	0.143
19983	0.422
4305	0.101
21758	0.109
23730	0.059
10179	0.092
11241	0.178
3263	0.231
11242	0.14
19984	0.116
23731	0.146
14973	0.069
11834	0.157
23732	0.248
14974	0.051
13238	0.087
14049	0.066
25956	0.091
18494	0.115
23733	0.035
21759	0.372
17147	0.079
4664	0.296
23734	0.207
10678	0.243
8124	0.087
25957	0.185
13239	0.268
23735	0.245
19985	0.097
10679	0.074
11835	0.063
82	0.08
10680	0.062
12475	0.036
393	0.206
9283	0.348
1883	0.053
18495	0.162
17148	0.316
21760	0.157
12476	0.121
23736	0.2
591	0.208
23737	0.217
10180	0.113
9715	0.122
13240	0.273
17149	0.449
10181	0.189
7239	0.184
9284	0.078
19986	0.097
18496	0.097
18497	0.092
17150	0.076
18498	0.055
23738	0.102
23739	0.352
12477	0.289
364	0.209
12478	0.118
4966	0.123
365	0.178
14975	0.094
18499	0.155
5970	0.051
4033	0.033
17151	0.153
25958	0.072
10681	0.046
19987	0.07
6670	0.224
17152	1.0
23740	0.119
21761	0.171
10182	0.174
18500	0.066
4665	0.174
13241	0.184
1016	0.446
25959	0.154
3355	0.02
9716	0.234
21762	0.099
6671	0.042
25960	0.106
11836	0.151
23741	0.258
19988	0.151
8497	0.021
18501	0.026
14976	0.067
8498	0.059
25961	0.282
21763	0.149
23742	0.083
11243	0.021
17153	0.236
18502	0.06
19989	0.258
21764	0.104
15996	0.043
23743	0.158
6195	0.24
9717	0.063
10183	0.277
15997	0.052
4484	0.12
19990	0.155
5971	0.081
25962	0.105
25963	0.128
17154	0.133
13242	0.095
23744	0.117
14977	0.059
15998	0.133
807	0.467
15999	0.068
6196	0.022
23745	0.106
11244	0.128
7498	0.247
23746	0.042
6442	0.053
4967	0.065
23747	0.11
21765	0.277
19991	0.175
23748	0.549
18503	0.087
4666	0.022
16000	0.049
8499	0.471
23749	0.093
3765	0.077
23750	0.084
10184	0.367
6672	0.07
14978	0.376
23751	0.074
18504	0.15
21766	0.057
14050	0.219
3081	0.085
7811	0.548
12479	0.414
23752	0.076
9285	0.054
21767	0.056
6197	0.086
5538	0.138
19992	0.153
23753	0.183
19993	0.123
17155	0.026
2399	0.016
18505	0.162
5153	0.221
4968	0.065
4969	0.251
21768	0.076
25964	0.118
17156	0.03
9286	0.497
21769	0.02
12480	0.068
25965	0.063
17157	0.107
18506	0.154
8888	0.418
3460	0.201
5336	0.212
18507	0.185
25966	0.024
25967	0.119
10682	0.135
7240	0.115
14051	0.177
8125	0.233
16001	0.113
6975	0.054
25968	0.077
19994	0.191
25969	0.234
21770	0.235
21771	0.277
16002	0.058
4970	0.123
25970	0.102
18508	0.043
6673	0.085
6674	0.134
25971	0.034
19995	0.207
14979	0.165
11837	0.353
19996	0.154
11245	0.112
17158	0.103
2998	0.166
3461	0.082
7499	0.166
8500	0.152
6198	0.113
3888	0.1
5726	0.111
8126	0.047
19997	0.072
23754	0.032
5337	0.132
5539	0.239
7500	0.133
6443	0.12
7501	0.245
14980	0.093
14052	0.176
23755	0.119
23756	0.15
1045	0.213
21772	0.227
551	0.179
21773	0.163
17159	0.191
25972	0.058
13243	0.15
3766	0.096
11246	0.096
18509	0.112
16003	0.062
6976	0.26
10683	0.045
21774	0.073
21775	0.252
25973	0.09
12481	0.541
16004	0.305
8889	0.13
2337	0.094
17160	0.053
19998	0.281
14053	0.229
18510	0.177
11247	0.141
6444	0.061
17161	0.233
18511	0.113
1344	0.143
18512	0.107
18513	0.034
23757	0.247
13244	0.277
4667	0.202
25974	0.058
18514	0.049
21776	0.055
23758	0.073
7502	0.192
672	0.128
3161	0.212
5338	0.288
16005	0.059
14981	0.057
8891	0.08
8890	0.285
23759	0.122
6977	0.12
16006	0.131
2338	0.218
9718	0.193
21777	0.126
21778	0.133
3462	0.117
10684	0.266
16007	0.195
21779	0.047
23760	0.055
12482	0.09
21780	0.11
11248	0.194
8892	0.077
6199	0.075
21781	0.121
14982	0.108
18515	0.444
9287	0.099
16008	0.08
25975	0.131
23761	0.101
23762	0.167
6445	0.072
18516	0.084
12483	0.31
5540	0.15
592	0.411
4034	0.067
1291	0.111
14983	0.034
6978	0.418
23763	0.058
17162	0.205
808	0.199
4668	0.184
23764	0.319
13245	0.127
17163	0.138
17164	0.388
10185	0.127
3082	0.112
25976	0.206
6675	0.153
7503	0.144
5727	0.055
14054	0.131
7812	0.086
21782	0.106
17165	0.07
6979	0.094
25977	0.227
25978	0.296
25979	0.115
19999	0.34
3083	0.441
6676	0.085
23765	0.132
23766	0.156
2276	0.209
7504	0.106
768	0.079
23767	0.074
20000	0.154
5728	0.179
9719	0.069
11249	0.079
1548	0.27
3356	0.236
20001	0.16
17166	0.155
8127	0.427
16009	0.183
16010	0.074
11838	0.24
1213	0.191
14984	0.102
5729	0.164
13246	0.059
7505	0.202
23768	0.05
11250	0.372
23769	0.1
2901	0.078
7241	0.312
14055	0.356
9288	0.223
14985	0.246
2739	0.037
11839	0.123
1799	0.077
16011	0.559
3264	0.156
14986	0.038
17167	0.149
21783	0.156
7242	0.061
25980	0.129
14056	0.084
7243	0.204
23770	0.052
18517	0.049
25981	0.193
1261	0.111
4971	0.152
11251	0.359
23771	0.036
20002	0.051
21784	0.159
14057	0.068
3889	0.215
20003	0.097
21786	0.078
21785	0.067
20004	0.112
6200	0.09
13247	0.05
1800	0.077
5730	0.222
4669	0.05
12484	0.159
3890	0.056
10186	0.222
858	0.274
14058	0.092
23772	0.144
12485	0.072
21787	0.048
18518	0.279
13248	0.122
10187	0.047
23773	0.07
11840	0.077
9289	0.04
12486	0.029
23774	0.044
17168	0.18
20005	0.061
20006	0.09
1364	0.146
23775	0.11
16012	0.281
21788	0.328
13249	0.148
18519	0.048
4306	0.212
5541	0.307
23776	0.256
11841	0.082
3559	0.121
8501	0.218
10188	0.047
6980	0.159
4307	0.126
18520	0.103
17169	0.109
25982	0.165
11842	0.178
267	0.069
13250	0.069
6677	0.067
10189	0.102
21789	0.15
9290	0.163
7813	0.058
7814	0.161
25983	0.095
11252	0.076
3265	0.379
545	0.051
2400	0.045
23777	0.063
7506	0.049
10190	0.035
14987	0.289
21790	0.11
10191	0.307
25984	0.272
9291	0.093
21791	0.218
13251	0.119
18521	0.26
8893	1.0
13252	0.159
13253	0.103
16013	0.162
25985	0.412
14988	0.162
964	0.118
25986	0.17
11253	0.213
5154	0.302
25987	0.236
8894	0.087
2401	0.137
17170	0.1
17171	0.117
14989	0.125
20007	0.333
18522	0.16
25988	0.212
23778	0.465
275	0.251
17172	0.309
25989	0.603
20008	0.07
23779	0.047
21792	0.107
18523	0.059
21793	0.184
23780	0.164
8895	0.12
18524	0.054
11254	0.114
7815	0.121
16014	0.164
663	0.109
8128	0.205
21794	0.19
23781	0.07
2173	0.112
13254	0.276
14059	0.086
18525	0.128
8896	0.288
11843	0.059
754	0.123
2531	0.275
780	0.097
18526	0.167
7244	0.072
13255	0.034
7816	0.067
18527	0.486
4035	0.078
23782	0.125
18528	0.092
2999	0.302
23783	0.083
5731	0.087
6446	0.106
16015	0.085
23784	0.102
10685	0.03
21795	0.219
4308	0.095
10686	0.113
1673	0.162
11255	0.119
25990	0.178
10192	0.14
4156	0.167
4670	0.128
1478	0.113
1973	0.115
9292	0.124
3653	0.456
18529	0.325
14990	0.124
14060	0.081
11844	0.138
17173	0.084
4157	0.021
6201	0.049
25991	0.206
25992	0.188
20009	0.439
21796	0.177
8129	0.141
1606	0.02
16016	0.226
11256	0.108
3000	0.166
6678	0.158
20010	0.304
17174	0.182
9293	0.364
6981	1.0
25993	0.027
23785	0.029
21797	0.587
3767	0.24
25994	0.086
21798	0.097
822	0.101
20011	0.152
23786	0.103
14991	0.366
12487	0.237
9720	0.13
14061	0.155
14062	0.183
11845	0.265
8897	0.062
11257	0.134
14992	0.324
4309	0.081
6202	0.185
729	0.063
6679	0.062
4158	0.242
2806	0.113
23787	0.224
23788	0.07
6982	0.1
14993	0.066
1508	0.287
1884	0.116
3001	0.384
4814	0.298
10687	0.149
4972	0.186
304	0.073
14994	0.047
8898	0.052
13256	0.028
2807	0.133
20012	0.349
25995	0.057
21799	0.051
12488	0.199
1801	0.259
6983	0.076
16017	0.091
8899	0.026
23789	0.119
4815	0.258
23790	0.036
18530	0.098
4310	0.093
1316	0.108
17175	0.146
9721	0.161
16018	0.268
20013	0.205
927	0.34
5339	0.064
18531	0.298
11258	0.126
14063	0.05
13257	0.149
25996	0.099
9722	0.333
4159	0.13
11259	0.146
9294	0.112
2402	0.151
20014	0.158
21800	0.07
4311	0.059
14995	0.047
1717	0.502
8900	0.341
6447	0.063
18532	0.205
23791	0.225
18533	0.156
25997	0.092
12489	0.084
25998	0.113
21801	0.135
11846	0.202
14996	0.086
25999	0.072
6680	0.399
20015	0.111
5340	0.067
10688	0.125
2595	0.156
17176	0.095
17177	0.157
1345	0.207
8502	0.15
13258	0.101
12490	0.105
3768	0.257
2339	0.108
10193	0.127
17178	0.251
8503	0.116
16019	0.131
1759	0.159
1183	0.156
21802	0.082
16020	0.098
26000	0.033
23792	0.078
18534	0.122
21803	0.166
9295	0.373
13259	0.1
5972	0.167
8504	0.05
9723	0.121
8901	0.295
5732	0.153
6681	0.099
9296	0.06
23794	0.106
23793	1.0
21804	0.163
20016	0.077
360	0.085
18535	0.093
6984	0.236
11847	0.218
20017	0.236
7507	0.219
5155	0.436
20018	0.051
23795	0.063
10194	0.08
4312	0.297
23796	0.123
14997	0.42
14998	0.158
21805	0.128
23797	0.203
26001	0.049
21806	0.183
2125	0.129
18536	0.249
18537	0.036
9724	0.188
14999	0.14
6682	0.095
16021	0.076
15000	0.178
21807	0.092
3654	0.132
18538	0.115
23798	0.218
12491	0.132
9297	0.122
2174	0.111
11848	0.086
26002	0.141
21808	0.097
23799	0.11
16022	0.154
17179	0.082
23800	0.086
9298	0.144
21809	0.079
13260	0.219
11849	0.145
18539	0.08
26003	0.215
21810	0.426
26004	0.188
13261	0.155
21812	0.104
21811	0.325
26005	0.133
20019	0.053
13262	0.069
5542	0.168
21813	0.183
14064	0.104
4160	1.0
15001	0.128
7508	0.2
9299	0.11
2340	0.125
20020	0.053
3266	0.047
7817	0.161
8902	0.042
7818	0.365
21814	0.249
18540	0.158
11850	0.164
6985	0.108
26006	0.039
9725	0.154
5543	0.204
414	0.035
1718	0.085
10689	0.139
26007	0.042
4973	0.284
7819	0.086
3769	0.315
12492	0.142
5341	0.053
11851	0.655
18541	0.232
23801	0.14
12493	0.069
20021	0.126
3267	0.222
6683	0.088
15002	0.077
20022	0.584
17180	0.099
13263	0.063
5342	0.19
7509	0.113
2078	0.05
23802	0.182
10195	0.036
9300	0.236
26008	0.411
18542	0.155
9301	0.053
26009	0.104
8505	0.069
3162	0.101
17181	0.285
8130	0.144
7510	0.102
26010	0.037
16023	0.115
2902	0.141
17182	0.033
20023	0.192
11260	0.07
14065	0.095
21815	0.042
23803	0.279
23804	0.135
20024	0.081
5733	0.183
13264	0.258
23805	0.04
26011	0.256
26012	0.428
23806	0.116
20025	0.059
18543	0.098
1760	0.201
15003	0.086
15004	0.296
20026	0.134
7245	0.274
5973	0.079
16024	0.106
769	0.475
16025	0.049
373	0.199
21817	0.225
21816	0.376
20027	0.103
23807	0.121
21818	0.071
3891	0.069
20028	0.089
21820	0.584
21819	0.173
1411	0.33
394	0.126
26013	0.066
20029	0.019
14066	0.171
16026	0.158
793	0.141
4485	0.193
11852	1.0
21821	0.145
2079	0.164
2126	0.134
18544	0.101
26014	0.189
2903	0.063
2670	0.101
20030	0.045
8506	0.342
9302	0.222
10690	0.1
15005	0.158
3163	0.097
8131	0.179
3770	0.158
26015	0.143
4036	0.161
8507	0.045
6203	0.145
20031	0.14
4486	0.105
7246	0.146
18545	0.21
21822	0.223
9726	0.068
14067	0.271
18546	0.284
6448	0.22
20032	0.167
13265	0.091
20033	0.045
17183	0.104
18547	0.2
10691	0.129
686	0.075
26016	0.033
20034	0.179
3084	0.134
1441	0.376
26017	0.127
16027	0.337
2277	0.378
9727	0.159
9303	0.224
4671	0.091
23808	0.173
755	0.666
21823	0.161
3892	0.165
7511	0.233
18548	0.08
17184	0.315
5544	0.32
16028	0.435
21824	0.486
10196	0.346
10197	0.21
20035	0.062
17185	0.109
5734	0.312
9304	0.517
18549	0.066
20036	0.177
17186	0.251
14068	0.223
2740	0.069
21825	0.107
3893	0.225
18550	0.078
12494	0.34
5735	0.138
125	0.656
5974	0.164
237	0.62
15006	0.022
1885	0.092
2671	0.343
15007	0.155
18551	0.068
26018	0.439
14069	0.115
4974	0.363
13266	0.166
11261	0.119
3655	0.177
21826	0.417
6449	0.04
7247	0.025
6986	0.295
8132	0.23
2808	0.138
15008	0.012
26019	0.339
18552	0.051
18553	0.15
21827	0.156
3560	0.228
12495	0.16
21828	0.059
17187	0.162
8508	0.172
14070	0.114
18554	0.036
5156	0.174
1549	0.151
9305	0.094
26020	0.088
14071	0.143
2596	0.071
13267	0.05
18555	0.131
9728	0.412
14072	0.137
2904	0.193
3164	0.073
4672	0.309
9729	0.133
445	0.174
9730	0.061
18556	0.103
4816	0.25
26021	0.193
26022	0.102
5736	0.094
6450	0.221
15009	0.063
23809	0.15
15010	0.165
21829	0.387
12496	0.132
21830	0.069
18557	0.021
21831	0.13
16029	0.07
5975	0.278
17188	0.18
11262	0.217
3771	0.29
2809	0.037
23810	0.158
14073	0.2
2468	0.126
2672	0.042
26023	0.099
7248	0.099
23811	0.077
26024	0.397
21832	0.127
809	0.159
8133	0.056
26025	0.12
11263	0.242
7512	0.179
7820	0.106
10198	0.173
9731	0.223
561	0.059
9732	0.298
92	0.169
15011	0.042
3165	0.171
965	0.165
13268	0.308
20037	0.07
26026	0.234
3166	0.162
17189	0.068
7513	0.937
16030	0.306
11853	0.134
10199	0.044
232	0.04
20038	0.385
26027	0.032
6204	0.072
1927	0.038
2127	0.153
26028	0.113
5976	0.036
23812	0.031
1164	0.35
7514	0.257
15012	0.475
20039	0.056
5343	0.139
13269	0.492
13270	0.09
17190	0.091
144	0.162
15013	0.142
7821	0.316
13271	0.037
1674	0.041
184	0.041
11264	0.167
23813	0.308
9306	0.075
26029	0.103
11854	0.412
15014	0.04
5344	0.082
23814	0.045
18558	0.083
5345	0.025
23815	0.192
21833	0.077
14074	0.134
1102	0.041
10200	0.118
203	0.425
9733	0.08
26030	0.082
21834	0.124
26031	0.119
10201	0.252
13272	0.127
16031	0.169
6987	0.162
1129	0.197
21835	0.222
26032	0.206
15015	0.164
18559	0.152
16032	0.147
4161	0.046
17191	0.235
20040	0.181
218	0.175
20041	0.043
14075	0.038
26033	0.069
1509	0.284
823	0.222
23816	0.497
16033	0.129
4487	0.207
13273	0.228
16034	0.105
15016	0.063
23817	0.046
5346	0.066
13274	0.436
11855	0.016
21836	0.038
2217	0.349
17192	0.465
26034	0.123
9307	0.061
15017	0.053
756	0.658
1046	0.103
4817	0.049
21837	0.049
5977	0.315
26035	0.08
7822	0.123
16035	0.234
17193	0.14
26036	0.241
5157	0.038
8903	0.046
4162	0.073
14076	0.197
8509	0.103
6451	0.117
781	0.095
16036	0.123
911	0.123
26037	0.061
16037	0.194
3561	0.05
16038	1.0
207	0.05
20042	0.176
17194	0.036
4673	0.338
8904	0.212
14077	0.07
20043	0.244
21838	0.279
6205	0.246
7823	0.11
11856	0.099
10692	0.372
15018	0.054
12497	0.072
11265	0.234
23818	0.102
8905	0.111
21839	0.128
3085	0.37
7824	0.242
17195	0.234
10202	0.229
26038	0.325
20044	0.562
1550	0.408
20045	0.268
21840	0.053
20046	0.076
26039	0.45
10693	0.385
23819	0.511
4975	0.477
11266	0.04
15019	1.0
23820	0.156
6684	0.531
3357	0.379
5978	0.216
23821	0.376
11267	0.934
26040	0.259
21841	0.163
26041	0.237
4037	0.052
5347	0.257
20047	0.211
20048	0.115
16039	0.079
21842	0.035
10203	0.349
3656	0.333
21843	0.089
2673	0.145
3894	0.079
18560	0.157
21844	0.108
26042	0.051
18561	0.024
26043	0.187
17196	0.045
17197	0.053
23822	0.215
11268	0.172
12498	0.107
26044	0.139
8510	0.365
18562	0.291
9734	0.152
61	0.077
18563	0.079
9308	0.251
14078	0.198
14079	0.288
9309	0.364
18564	0.065
8511	0.064
11857	0.349
18565	0.102
3772	0.133
874	0.19
16040	0.258
20049	0.191
10204	0.142
18566	0.13
23823	0.182
14080	0.932
10694	0.196
16041	0.721
9735	0.598
17198	0.395
26045	0.242
14081	0.081
18567	0.066
20050	0.376
18568	0.229
3463	0.138
23824	0.213
17199	0.181
26046	0.247
18569	0.101
11858	0.097
11269	0.241
18570	0.079
26047	0.073
5737	0.46
21845	0.18
10695	0.025
23825	0.128
26048	0.064
18571	0.043
21846	0.077
5545	0.1
21847	0.058
26049	0.342
10696	0.095
2597	0.702
8134	0.267
6206	0.114
17200	0.107
8906	0.251
20051	0.11
23826	0.055
26050	0.113
18572	0.058
824	0.156
20052	0.113
23827	0.261
4976	0.156
21848	0.156
21849	0.175
5979	0.137
20053	0.031
15020	0.057
18	0.122
12499	0.188
6452	0.319
20054	0.067
26051	0.042
1510	0.194
18573	0.087
16042	0.21
12500	0.164
26052	0.118
10697	1.0
17201	0.12
26053	0.084
16043	0.262
23828	0.087
23829	0.093
17202	0.084
20055	0.186
23830	0.106
16044	0.148
26054	0.064
21850	0.109
270	0.264
6685	0.242
7515	0.132
9736	0.28
7516	0.07
21851	0.194
1047	0.195
11270	0.082
2598	0.045
23831	0.25
12501	0.12
15021	0.112
10205	0.152
11271	0.058
5980	0.083
4313	0.103
17203	0.188
4163	0.036
12502	0.09
5158	0.233
23832	0.132
20056	0.172
26055	1.0
11859	0.167
13275	0.075
13276	0.132
1412	0.142
1719	0.789
1184	0.256
21	0.079
17204	0.079
12503	0.363
16045	0.079
15022	0.928
7517	0.081
17205	0.041
32	0.079
9737	0.253
16046	0.123
11272	0.178
20057	0.145
1572	0.19
11273	0.125
14082	0.088
26056	0.098
18574	0.134
10206	0.197
17206	0.109
1802	0.193
20058	0.241
13277	1.0
16047	0.37
4488	0.371
26057	0.154
23833	0.103
21852	0.148
17207	0.059
21853	0.132
14083	0.044
17208	0.153
21854	0.138
6686	0.141
11860	0.056
23834	0.151
10698	0.249
552	0.466
7249	0.181
326	0.166
10207	0.112
4314	0.136
13278	0.042
11274	0.296
20059	0.316
3562	0.207
928	0.128
23835	0.199
5738	0.048
17209	0.028
8907	0.069
